review,rating
"i,m using petoo from 6-months. great pckaging, good taste, fastest delivery. app is also very comfortable. andhra chicken, and hyderabadi tikka is my frequently ordered foods.",4.5
"I wish there was 0 rating for these people , we ordered chicken biryani combo and it tasted really bad , curd served with it was spoiled and the worst part was gulab jamun has fungus yes bloody spoiled food here the image of the jamoon , i swear i never ordering from this place",1.0
The food is tasty .....too much.................but due to I further pointed their quantity... They had increased gravy and rice but not to the optimum mark.....wen u r too hungry it's insufficient..... And the pricing is too much...195 can u imagine....this we can order until we have free coupons... But food is literally..very tasty....the price should be nt more than that 120...... We don't need dahi bhall that's nt good...rest all things are good......,4.0
Amazing food and best service I've experienced in Bangalore. Quick yum and tasty food delivery as the name suggests. Must have the hyderabadi tikka biryani and murgh platter. Only one restriction here is they just serve rice items. They should start including roti combos as well.,4.5
Ordered food from Petoo last week and I have to say that the food was quite good. Delivery was prompt and the packaging was also good. The quantity of food is enough for an adult.,4.0
"Great food, very neat packaging and quick delivery. Best thing about the meals is the Gulab Jamun..it is simply awesome..Will definitely order again!",4.5
"I ordered food online, and Petoo delivered the food in 15 minute. I am happy with their service and food.",4.0
"Food was really good. Worth ordering. The quality, taste, aroma, and quantity was enough to make my tummy full. Way to go ahead Petoo... All the best to your future journey & don't worry I will be your regular customer.",5.0
"The food is delicious, and the prices are pretty cheap. Moreover, we get tasty Gulab Jamun and dahi vada along with the meal. The packing is pretty good and the delivery is superfast. You can go for it without a second doubt.",5.0
"I had ordered Chicken biryani today must say the delivery was really fast,received my food within 20mins. Food was hot and well packed, please add some breads if possible..",5.0
"Great food, clean packing and quick response.Ordered multiple number of times and I have to mention that I wasn't disappointed even once. Fast delivery and excellent packaging. Patiala and Peshawari meal box is my frequent order. Long and fragrant rice with rich and delicious chicken. Quantity is fairly good and the Gulab Jamun is too good. All in all the food leaves a long lasting impression.",5.0
Tasty Biryani layered with spiced Chicken Tikka.Food is very tasty and delivery also very fast. They have amazing referral offers too. The Gulab Jamun also too good,5.0
"Quick,excellent & hygienic service.......Seems close to home cooked food....not like typical restaurant food...reasonable quantity......good online follow up.....",4.5
It was really a wonderful experience ordering from petoo. I ordered gulab jamun twice and the order was delivered to me within half an hour. Gulab Jamun's were very delicious and fresh.,4.0
"I had placed an order based on the coupon code with Rs 400 off on Rs 500 order some days back . Since there was no option to place order for 2 packs of Jamun, I was forced to place order for a hyderbadi paneer biryani. The order was executed in less than an hour. One receiving the order the shock of my life was that biryani was stale and rotten. It was stinking and sticky. Called up immediately call center there was no response then pinged on the chat box. With lot of discussion it was accepted by the company to replace the dish. This finally ended up buying a thumps up and samosa for combined price less than the price of the original dish of biryani. My assumption though is that what is being promoted as coupon based orders are nothing but pushing out previous days remains. Perhaps somebody with similar experience can endorse the assumption into conviction. For now no more orders with them that too on coupons is absolute ""NO"". I wish there was a mechanism in place to book a complaint against such unscrupulous activities that can end up hapless customers into deep health hazards",1.0
the food was very good. as spicy as we expected. totally satisfied. its very sure that we are going to order food from here only the next time. thank you,5.0
Yummy Hyderabadi Biryani.... loved it.... Mix Chicken Grill Platter was also awesome... Overall good combination and sufficient for two pax...,5.0
